,dates,Ancestor's Chosen,Angel of Mercy,Aven Cloudchaser,Ballista Squad,Bandage,Beacon of Immortality,Benalish Knight,Condemn,Contaminated Bond,Demystify
2012-02-26,2012-02-26,," 1.21
",,,,,,,,
2012-02-27,2012-02-27,," 1.21
",,,,,,,,
2012-02-28,2012-02-28,," 1.21
",,,,,,,,
2012-02-29,2012-02-29,," 1.21
",,,,,,,,
2012-03-01,2012-03-01,," 1.21
",,,,,,,,
2012-03-02,2012-03-02,," 1.21
",,,,,,,,
2012-03-03,2012-03-03,," 1.21
",,,,,,,,
2012-03-04,2012-03-04,," 1.18
",,,,,,,,
2012-03-05,2012-03-05,," 1.18
",,,,,,,,
2012-03-06,2012-03-06,," 1.18
",,,,,,,,
2012-03-07,2012-03-07,," 1.18
",,,,,,,,
2012-03-08,2012-03-08,," 1.18
",,,,,,,,
2012-03-09,2012-03-09,," 1.18
",,,,,,,,
2012-03-10,2012-03-10,," 1.18
",,,,,,,,
2012-03-11,2012-03-11,," 1.18
",,,,,,,,
2012-03-12,2012-03-12,," 1.18
",,,,,,,,
2012-03-13,2012-03-13,," 1.18
",,,,,,,,
2012-03-14,2012-03-14,," 1.18
",,,,,,,,
2012-03-15,2012-03-15,," 1.18
",,,,,,,,
2012-03-16,2012-03-16,," 1.18
",,,,,,,,
2012-03-17,2012-03-17,," 1.18
",,,,,,,,
2012-03-18,2012-03-18,," 1.18
",,,,,,,,
2012-03-19,2012-03-19,," 1.18
",,,,,,,,
2012-03-20,2012-03-20,," 1.18
",,,,,,,,
2012-03-21,2012-03-21,," 1.34
",,,,,,,,
2012-03-22,2012-03-22,," 1.18
",,,,,,,,
2012-03-23,2012-03-23,," 1.18
",,,,,,,,
2012-03-24,2012-03-24,," 1.18
",,,,,,,,
2012-03-25,2012-03-25,," 1.18
",,,,,,,,
2012-03-26,2012-03-26,," 1.18
",,,,,,,,
2012-03-27,2012-03-27,," 1.18
",,,,,,,,
2012-03-28,2012-03-28,," 1.18
",,,,,,,,
2012-03-29,2012-03-29,," 1.18
",,,,,,,,
2012-03-30,2012-03-30,," 1.22
",,,,,,,,
2012-03-31,2012-03-31,," 1.22
",,,,,,,,
2012-04-01,2012-04-01,," 1.22
",,,,,,,,
2012-04-02,2012-04-02,," 1.22
",,,,,,,,
2012-04-03,2012-04-03,," 1.22
",,,,,,,,
2012-04-04,2012-04-04,," 1.19
",,,,,,,,
2012-04-05,2012-04-05,," 1.19
",,,,,,,,
2012-04-06,2012-04-06,," 1.19
",,,,,,,,
2012-04-07,2012-04-07,," 1.19
",,,,,,,,
2012-04-08,2012-04-08,," 1.19
",,,,,,,,
2012-04-09,2012-04-09,," 1.19
",,,,,,,,
2012-04-10,2012-04-10,," 1.16
",,,,,,,,
2012-04-11,2012-04-11,," 1.16
",,,,,,,,
2012-04-12,2012-04-12,," 1.16
",,,,,,,,
2012-04-13,2012-04-13,," 1.16
",,,,,,,,
2012-04-14,2012-04-14,," 1.16
",,,,,,,,
2012-04-15,2012-04-15,," 1.16
",,,,,,,,
2012-04-16,2012-04-16,," 1.16
",,,,,,,,
2012-04-17,2012-04-17,," 1.16
",,,,,,,,
2012-04-18,2012-04-18,," 1.21
",,,,,,,,
2012-04-19,2012-04-19,," 1.21
",,,,,,,,
2012-04-20,2012-04-20,," 1.17
",,,,,,,,
2012-04-21,2012-04-21,," 1.17
",,,,,,,,
2012-04-22,2012-04-22,," 1.17
",,,,,,,,
2012-04-23,2012-04-23,," 1.17
",,,,,,,,
2012-04-24,2012-04-24,," 1.17
",,,,,,,,
2012-04-25,2012-04-25,," 1.17
",,,,,,,,
2012-04-26,2012-04-26,," 1.17
",,,,,,,,
2012-04-27,2012-04-27,," 1.17
",,,,,,,,
2012-04-28,2012-04-28,," 1.17
",,,,,,,,
2012-04-29,2012-04-29,," 1.17
",,,,,,,,
2012-04-30,2012-04-30,," 1.17
",,,,,,,,
2012-05-01,2012-05-01,," 1.17
",,,,,,,,
2012-05-02,2012-05-02,," 1.17
",,,,,,,,
2012-05-03,2012-05-03,," 1.17
",,,,,,,,
2012-05-04,2012-05-04,," 1.17
",,,,,,,,
2012-05-05,2012-05-05,," 1.17
",,,,,,,,
2012-05-06,2012-05-06,," 1.17
",,,,,,,,
2012-05-07,2012-05-07,," 1.17
",,,,,,,,
2012-05-08,2012-05-08,," 1.17
",,,,,,,,
2012-05-09,2012-05-09,," 1.17
",,,,,,,,
2012-05-10,2012-05-10,," 1.17
",,,,,,,,
2012-05-11,2012-05-11,," 1.17
",,,,,,,,
2012-05-12,2012-05-12,," 1.17
",,,,,,,,
2012-05-13,2012-05-13,," 1.17
",,,,,,,,
2012-05-14,2012-05-14,," 1.17
",,,,,,,,
2012-05-15,2012-05-15,," 1.17
",,,,,,,,
2012-05-16,2012-05-16,," 1.17
",,,,,,,,
2012-05-17,2012-05-17,," 1.17
",,,,,,,,
2012-05-18,2012-05-18,," 1.17
",,,,,,,,
2012-05-19,2012-05-19,," 1.17
",,,,,,,,
2012-05-20,2012-05-20,," 1.17
",,,,,,,,
2012-05-21,2012-05-21,," 1.17
",,,,,,,,
2012-05-22,2012-05-22,," 1.17
",,,,,,,,
2012-05-23,2012-05-23,," 1.17
",,,,,,,,
2012-05-24,2012-05-24,," 1.17
",,,,,,,,
2012-05-25,2012-05-25,," 1.17
",,,,,,,,
2012-05-26,2012-05-26,," 1.22
",,,,,,,,
2012-05-27,2012-05-27,," 1.22
",,,,,,,,
2012-05-28,2012-05-28,," 1.15
",,,,,,,,
2012-05-29,2012-05-29,," 1.15
",,,,,,,,
2012-05-30,2012-05-30,," 1.15
",,,,,,,,
2012-05-31,2012-05-31,," 1.15
",,,,,,,,
2012-06-01,2012-06-01,," 1.15
",,,,,,,,
2012-06-02,2012-06-02,," 1.15
",,,,,,,,
2012-06-03,2012-06-03,," 1.24
",,,,,,,,
2012-06-04,2012-06-04,," 1.24
",,,,,,,,
2012-06-05,2012-06-05,," 1.24
",,,,,,,,
2012-06-06,2012-06-06,," 1.24
",,,,,,,,
2012-06-07,2012-06-07,," 1.24
",,,,,,,,
2012-06-08,2012-06-08,," 1.24
",,,,,,,,
2012-06-09,2012-06-09,," 1.24
",,,,,,,,
2012-06-10,2012-06-10,," 1.24
",,,,,,,,
2012-06-11,2012-06-11,," 1.24
",,,,,,,,
2012-06-12,2012-06-12,," 1.24
",,,,,,,,
2012-06-13,2012-06-13,," 1.24
",,,,,,,,
2012-06-14,2012-06-14,," 1.24
",,,,,,,,
2012-06-15,2012-06-15,," 1.24
",,,,,,,,
2012-06-16,2012-06-16,," 1.24
",,,,,,,,
2012-06-17,2012-06-17,," 1.24
",,,,,,,,
2012-06-18,2012-06-18,," 1.24
",,,,,,,,
2012-06-19,2012-06-19,," 1.24
",,,,,,,,
2012-06-20,2012-06-20,," 1.24
",,,,,,,,
2012-06-21,2012-06-21,," 1.24
",,,,,,,,
2012-06-22,2012-06-22,," 1.24
",,,,,,,,
2012-06-23,2012-06-23,," 1.24
",,,,,,,,
2012-06-24,2012-06-24,," 1.24
",,,,,,,,
2012-06-25,2012-06-25,," 1.24
",,,,,,,,
2012-06-26,2012-06-26,," 1.24
",,,,,,,,
2012-06-27,2012-06-27,," 1.27
",,,,,,,,
2012-06-28,2012-06-28,," 1.27
",,,,,,,,
2012-06-29,2012-06-29,," 1.27
",,,,,,,,
2012-06-30,2012-06-30,," 1.24
",,,,,,,,
2012-07-01,2012-07-01,," 1.24
",,,,,,,,
2012-07-02,2012-07-02,," 1.24
",,,,,,,,
2012-07-03,2012-07-03,," 1.24
",,,,,,,,
2012-07-04,2012-07-04,," 1.24
",,,,,,,,
2012-07-05,2012-07-05,," 1.24
",,,,,,,,
2012-07-06,2012-07-06,," 1.24
",,,,,,,,
2012-07-07,2012-07-07,," 1.24
",,,,,,,,
2012-07-08,2012-07-08,," 1.24
",,,,,,,,
2012-07-09,2012-07-09,," 1.24
",,,,,,,,
2012-07-10,2012-07-10,," 1.24
",,,,,,,,
2012-07-11,2012-07-11,," 1.24
",,,,,,,,
2012-07-12,2012-07-12,," 1.24
",,,,,,,,
2012-07-13,2012-07-13,," 1.24
",,,,,,,,
2012-07-14,2012-07-14,," 1.24
",,,,,,,,
2012-07-15,2012-07-15,," 1.24
",,,,,,,,
2012-07-16,2012-07-16,," 1.24
",,,,,,,,
2012-07-17,2012-07-17,," 1.24
",,,,,,,,
2012-07-18,2012-07-18,," 1.24
",,,,,,,,
2012-07-19,2012-07-19,," 1.24
",,,,,,,,
2012-07-20,2012-07-20,," 1.24
",,,,,,,,
2012-07-21,2012-07-21,," 1.24
",,,,,,,,
2012-07-22,2012-07-22,," 1.24
",,,,,,,,
2012-07-23,2012-07-23,," 1.24
",,,,,,,,
2012-07-24,2012-07-24,," 1.24
",,,,,,,,
2012-07-25,2012-07-25,," 1.24
",,,,,,,,
2012-07-26,2012-07-26,," 1.16
",,,,,,,,
2012-07-27,2012-07-27,," 1.16
",,,,,,,,
2012-07-28,2012-07-28,," 1.13
",,,,,,,,
2012-07-29,2012-07-29,," 1.13
",,,,,,,,
2012-07-30,2012-07-30,," 1.13
",,,,,,,,
2012-07-31,2012-07-31,," 1.13
",,,,,,,,
2012-08-01,2012-08-01,," 1.13
",,,,,,,,
2012-08-02,2012-08-02,," 1.13
",,,,,,,,
2012-08-03,2012-08-03,," 1.13
",,,,,,,,
2012-08-04,2012-08-04,," 1.13
",,,,,,,,
2012-08-05,2012-08-05,," 1.13
",,,,,,,,
2012-08-06,2012-08-06,," 1.13
",,,,,,,,
2012-08-07,2012-08-07,," 1.13
",,,,,,,,
2012-08-08,2012-08-08,," 1.13
",,,,,,,,
2012-08-09,2012-08-09,," 1.13
",,,,,,,,
2012-08-10,2012-08-10,," 1.13
",,,,,,,,
2012-08-11,2012-08-11,," 1.13
",,,,,,,,
2012-08-12,2012-08-12,," 1.13
",,,,,,,,
2012-08-13,2012-08-13,," 1.13
",,,,,,,,
2012-08-14,2012-08-14,," 1.05
",,,,,,,,
2012-08-15,2012-08-15,," 1.05
",,,,,,,,
2012-08-16,2012-08-16,," 1.05
",,,,,,,,
2012-08-17,2012-08-17,," 1.05
",,,,,,,,
2012-08-18,2012-08-18,," 1.13
",,,,,,,,
2012-08-19,2012-08-19,," 1.13
",,,,,,,,
2012-08-20,2012-08-20,," 1.13
",,,,,,,,
2012-08-21,2012-08-21,," 1.04
",,,,,,,,
2012-08-22,2012-08-22,," 1.02
",,,,,,,,
2012-08-23,2012-08-23,," 1.02
",,,,,,,,
2012-08-24,2012-08-24,," 1.02
",,,,,,,,
2012-08-25,2012-08-25,," 1.02
",,,,,,,,
2012-08-26,2012-08-26,," 1.02
",,,,,,,,
2012-08-27,2012-08-27,," 1.02
",,,,,,,,
2012-08-28,2012-08-28,," 1.02
",,,,,,,,
2012-08-29,2012-08-29,," 1.02
",,,,,,,,
2012-08-30,2012-08-30,," 1.02
",,,,,,,,
2012-08-31,2012-08-31,," 1.02
",,,,,,,,
2012-09-01,2012-09-01,," 1.02
",,,,,,,,
2012-09-02,2012-09-02,," 1.02
",,,,,,,,
2012-09-03,2012-09-03,," 1.02
",,,,,,,,
2012-09-04,2012-09-04,," 1.06
",,,,,,,,
2012-09-05,2012-09-05,," 1.03
",,,,,,,,
2012-09-06,2012-09-06,," 1.02
",,,,,,,,
2012-09-07,2012-09-07,," 1.02
",,,,,,,,
2012-09-08,2012-09-08,," 1.02
",,,,,,,,
2012-09-09,2012-09-09,," 1.02
",,,,,,,,
2012-09-10,2012-09-10,," 1.02
",,,,,,,,
2012-09-11,2012-09-11,," 1.02
",,,,,,,,
2012-09-12,2012-09-12,," 1.02
",,,,,,,,
2012-09-13,2012-09-13,," 1.02
",,,,,,,,
2012-09-14,2012-09-14,," 1.02
",,,,,,,,
2012-09-15,2012-09-15,," 1.02
",,,,,,,,
2012-09-16,2012-09-16,," 1.02
",,,,,,,,
2012-09-17,2012-09-17,," 1.02
",,,,,,,,
2012-09-18,2012-09-18,," 1.02
",,,,,,,,
2012-09-19,2012-09-19,," 1.02
",,,,,,,,
2012-09-20,2012-09-20,," 1.02
",,,,,,,,
2012-09-21,2012-09-21,," 1.02
",,,,,,,,
2012-09-22,2012-09-22,," 1.02
",,,,,,,,
2012-09-23,2012-09-23,," 1.02
",,,,,,,,
2012-09-24,2012-09-24,," 1.02
",,,,,,,,
2012-09-25,2012-09-25,," 1.02
",,,,,,,,
2012-09-26,2012-09-26,," 1.02
",,,,,,,,
2012-09-27,2012-09-27,," 1.02
",,,,,,,,
2012-09-28,2012-09-28,," 1.02
",,,,,,,,
2012-09-29,2012-09-29,," 1.02
",,,,,,,,
2012-09-30,2012-09-30,," 1.02
",,,,,,,,
2012-10-01,2012-10-01,," 1.02
",,,,,,,,
2012-10-02,2012-10-02,," 1.04
",,,,,,,,
2012-10-03,2012-10-03,," 1.04
",,,,,,,,
2012-10-04,2012-10-04,," 1.04
",,,,,,,,
2012-10-05,2012-10-05,," 1.04
",,,,,,,,
2012-10-06,2012-10-06,," 1.04
",,,,,,,,
2012-10-07,2012-10-07,," 1.04
",,,,,,,,
2012-10-08,2012-10-08,," 1.04
",,,,,,,,
2012-10-09,2012-10-09,," 1.04
",,,,,,,,
2012-10-10,2012-10-10,," 1.04
",,,,,,,,
2012-10-11,2012-10-11,," 1.04
",,,,,,,,
2012-10-12,2012-10-12,," 1.04
",,,,,,,,
2012-10-13,2012-10-13,," 1.04
",,,,,,,,
2012-10-14,2012-10-14,," 1.04
",,,,,,,,
2012-10-15,2012-10-15,," 1.04
",,,,,,,,
2012-10-16,2012-10-16,," 1.04
",,,,,,,,
2012-10-17,2012-10-17,," 1.04
",,,,,,,,
2012-10-18,2012-10-18,," 1.04
",,,,,,,,
2012-10-19,2012-10-19,," 1.04
",,,,,,,,
2012-10-20,2012-10-20,," 1.04
",,,,,,,,
2012-10-21,2012-10-21,," 1.04
",,,,,,,,
2012-10-22,2012-10-22,," 1.04
",,,,,,,,
2012-10-23,2012-10-23,," 1.04
",,,,,,,,
2012-10-24,2012-10-24,," 1.04
",,,,,,,,
2012-10-25,2012-10-25,," 1.04
",,,,,,,,
2012-10-26,2012-10-26,," 1.04
",,,,,,,,
2012-10-27,2012-10-27,," 1.04
",,,,,,,,
2012-10-28,2012-10-28,," 1.04
",,,,,,,,
2012-10-29,2012-10-29,," 1.04
",,,,,,,,
2012-10-30,2012-10-30,," 1.04
",,,,,,,,
2012-10-31,2012-10-31,," 1.04
",,,,,,,,
2012-11-01,2012-11-01,," 1.04
",,,,,,,,
2012-11-02,2012-11-02,," 1.04
",,,,,,,,
2012-11-03,2012-11-03,," 1.05
",,,,,,,,
2012-11-04,2012-11-04,," 1.04
",,,,,,,,
2012-11-05,2012-11-05,," 1.04
",,,,,,,,
2012-11-06,2012-11-06,," 1.04
",,,,,,,,
2012-11-07,2012-11-07,," 1.04
",,,,,,,,
2012-11-08,2012-11-08,," 1.04
",,,,,,,,
2012-11-09,2012-11-09,," 1.04
",,,,,,,,
2012-11-10,2012-11-10,," 1.04
",,,,,,,,
2012-11-11,2012-11-11,," 1.04
",,,,,,,,
2012-11-12,2012-11-12,," 1.04
",,,,,,,,
2012-11-13,2012-11-13,," 1.04
",,,,,,,,
2012-11-14,2012-11-14,," 1.04
",,,,,,,,
2012-11-15,2012-11-15,," 1.04
",,,,,,,,
2012-11-16,2012-11-16,," 1.04
",,,,,,,,
2012-11-17,2012-11-17,," 1.04
",,,,,,,,
2012-11-18,2012-11-18,," 1.04
",,,,,,,,
2012-11-19,2012-11-19,," 1.04
",,,,,,,,
2012-11-20,2012-11-20,," 1.04
",,,,,,,,
2012-11-21,2012-11-21,," 1.04
",,,,,,,,
2012-11-22,2012-11-22,," 1.04
",,,,,,,,
2012-11-23,2012-11-23,," 1.12
",,,,,,,,
2012-11-24,2012-11-24,," 1.12
",,,,,,,,
2012-11-25,2012-11-25,," 1.12
",,,,,,,,
2012-11-26,2012-11-26,," 1.12
",,,,,,,,
2012-11-27,2012-11-27,," 1.12
",,,,,,,,
2012-11-28,2012-11-28,," 1.12
",,,,,,,,
2012-11-29,2012-11-29,," 1.12
",,,,,,,,
2012-11-30,2012-11-30,," 1.12
",,,,,,,,
2012-12-01,2012-12-01,," 1.12
",,,,,,,,
2012-12-02,2012-12-02,," 1.12
",,,,,,,,
2012-12-03,2012-12-03,," 1.14
",,,,,,,,
2012-12-04,2012-12-04,," 1.14
",,,,,,,,
2012-12-05,2012-12-05,," 1.14
",,,,,,,,
2012-12-06,2012-12-06,," 1.12
",,,,,,,,
2012-12-07,2012-12-07,," 1.12
",,,,,,,,
2012-12-08,2012-12-08,," 1.12
",,,,,,,,
2012-12-09,2012-12-09,," 1.12
",,,,,,,,
2012-12-10,2012-12-10,," 1.12
",,,,,,,,
2012-12-11,2012-12-11,," 1.12
",,,,,,,,
2012-12-12,2012-12-12,," 1.12
",,,,,,,,
2012-12-13,2012-12-13,," 1.12
",,,,,,,,
2012-12-14,2012-12-14,," 1.12
",,,,,,,,
2012-12-15,2012-12-15,," 1.12
",,,,,,,,
2012-12-16,2012-12-16,," 1.12
",,,,,,,,
2012-12-17,2012-12-17,," 1.12
",,,,,,,,
2012-12-18,2012-12-18,," 1.12
",,,,,,,,
2012-12-19,2012-12-19,," 1.12
",,,,,,,,
2012-12-20,2012-12-20,," 1.12
",,,,,,,,
2012-12-21,2012-12-21,," 1.12
",,,,,,,,
2012-12-22,2012-12-22,," 1.12
",,,,,,,,
2012-12-23,2012-12-23,," 1.12
",,,,,,,,
2012-12-24,2012-12-24,," 1.12
",,,,,,,,
2012-12-25,2012-12-25,," 1.12
",,,,,,,,
2012-12-26,2012-12-26,," 1.12
",,,,,,,,
2012-12-27,2012-12-27,," 1.12
",,,,,,,,
2012-12-28,2012-12-28,," 1.12
",,,,,,,,
2012-12-29,2012-12-29,," 1.12
",,,,,,,,
2012-12-30,2012-12-30,," 1.12
",,,,,,,,
2012-12-31,2012-12-31,," 1.13
",,,,,,,,
2013-01-01,2013-01-01,," 1.13
",,,,,,,,
2013-01-02,2013-01-02,," 1.13
",,,,,,,,
2013-01-03,2013-01-03,," 1.15
",,,,,,,,
2013-01-04,2013-01-04,," 1.15
",,,,,,,,
2013-01-05,2013-01-05,," 1.15
",,,,,,,,
2013-01-06,2013-01-06,," 1.21
",,,,,,,,
2013-01-07,2013-01-07,," 1.15
",,,,,,,,
2013-01-08,2013-01-08,," 1.14
",,,,,,,,
2013-01-09,2013-01-09,," 1.14
",,,,,,,,
2013-01-10,2013-01-10,," 1.2
",,,,,,,,
2013-01-11,2013-01-11,," 1.19
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-12,2013-01-12,," 1.19
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-13,2013-01-13,," 1.19
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-14,2013-01-14,," 1.19
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-15,2013-01-15,," 1.13
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-16,2013-01-16,," 1.13
",,,,,,,,
2013-01-17,2013-01-17,," 1.2
",,,,,,,,
2013-01-18,2013-01-18,," 1.2
",,,,,,,,
2013-01-19,2013-01-19,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-20,2013-01-20,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-21,2013-01-21,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-22,2013-01-22,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-23,2013-01-23,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-24,2013-01-24,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-25,2013-01-25,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-26,2013-01-26,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-27,2013-01-27,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-28,2013-01-28,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-29,2013-01-29,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-30,2013-01-30,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-01-31,2013-01-31,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-01,2013-02-01,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-02,2013-02-02,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-03,2013-02-03,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-04,2013-02-04,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-05,2013-02-05,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-06,2013-02-06,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-07,2013-02-07,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-08,2013-02-08,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-09,2013-02-09,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-10,2013-02-10,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-11,2013-02-11,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-12,2013-02-12,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-13,2013-02-13,," 1.23
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-14,2013-02-14,," 1.23
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-15,2013-02-15,," 1.23
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-16,2013-02-16,," 1.23
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-17,2013-02-17,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-18,2013-02-18,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-19,2013-02-19,," 1.22
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-20,2013-02-20,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-21,2013-02-21,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-22,2013-02-22,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-23,2013-02-23,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-24,2013-02-24,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-25,2013-02-25,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-26,2013-02-26,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-27,2013-02-27,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-02-28,2013-02-28,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-01,2013-03-01,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-02,2013-03-02,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-03,2013-03-03,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-04,2013-03-04,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-05,2013-03-05,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-06,2013-03-06,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-07,2013-03-07,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-08,2013-03-08,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-09,2013-03-09,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-10,2013-03-10,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-11,2013-03-11,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-12,2013-03-12,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-13,2013-03-13,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-14,2013-03-14,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-15,2013-03-15,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-16,2013-03-16,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-17,2013-03-17,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-18,2013-03-18,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-19,2013-03-19,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-20,2013-03-20,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-21,2013-03-21,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-22,2013-03-22,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-23,2013-03-23,," 1.2
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-24,2013-03-24,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-25,2013-03-25,," 1.21
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-26,2013-03-26,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-27,2013-03-27,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-28,2013-03-28,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-29,2013-03-29,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-30,2013-03-30,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-03-31,2013-03-31,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-01,2013-04-01,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-02,2013-04-02,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-03,2013-04-03,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-04,2013-04-04,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-05,2013-04-05,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-06,2013-04-06,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-07,2013-04-07,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-08,2013-04-08,," 1.18
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-09,2013-04-09,," 1.04
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-10,2013-04-10,," 1.04
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-11,2013-04-11,," 1.04
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
2013-04-12,2013-04-12,," 1.03
"," 0.02
"," 0.03
",,," 0.02
",," 0.02
",
