index,name,code,setName
846,Valor in Akros,2XM,Double Masters
847,Valorous Stance,2XM,Double Masters
849,Apprentice Wizard,2XM,Double Masters
850,Arcum Dagsson,2XM,Double Masters
851,Argivian Restoration,2XM,Double Masters
852,"Braids, Conjurer Adept",2XM,Double Masters
853,Brainstorm,2XM,Double Masters
854,Cloudreader Sphinx,2XM,Double Masters
855,Corridor Monitor,2XM,Double Masters
856,Cyclonic Rift,2XM,Double Masters
857,Deepglow Skate,2XM,Double Masters
858,Esperzoa,2XM,Double Masters
859,Faerie Mechanist,2XM,Double Masters
860,Force of Will,2XM,Double Masters
861,Frogify,2XM,Double Masters
862,Grand Architect,2XM,Double Masters
863,Hinder,2XM,Double Masters
864,Inkwell Leviathan,2XM,Double Masters
865,"Jace, the Mind Sculptor",2XM,Double Masters
866,Master of Etherium,2XM,Double Masters
867,Master Transmuter,2XM,Double Masters
868,Metallic Rebuke,2XM,Double Masters
869,Parasitic Strix,2XM,Double Masters
870,Phyrexian Metamorph,2XM,Double Masters
871,Pongify,2XM,Double Masters
872,Relic Runner,2XM,Double Masters
873,Reshape,2XM,Double Masters
874,Riddlesmith,2XM,Double Masters
875,Rush of Knowledge,2XM,Double Masters
876,Sentinel of the Pearl Trident,2XM,Double Masters
877,Serra Sphinx,2XM,Double Masters
879,Steel Sabotage,2XM,Double Masters
880,Thirst for Knowledge,2XM,Double Masters
881,Thought Reflection,2XM,Double Masters
882,Treasure Mage,2XM,Double Masters
883,Vedalken Infuser,2XM,Double Masters
884,Well of Ideas,2XM,Double Masters
885,Ad Nauseam,2XM,Double Masters
887,Bone Picker,2XM,Double Masters
888,Cast Down,2XM,Double Masters
889,Costly Plunder,2XM,Double Masters
890,Dark Confidant,2XM,Double Masters
891,Death's Shadow,2XM,Double Masters
892,Defiant Salvager,2XM,Double Masters
893,Dire Fleet Hoarder,2XM,Double Masters
894,Disciple of Bolas,2XM,Double Masters
895,Disciple of the Vault,2XM,Double Masters
896,Divest,2XM,Double Masters
898,Dread Return,2XM,Double Masters
899,Driver of the Dead,2XM,Double Masters
900,Drown in Sorrow,2XM,Double Masters
901,Executioner's Capsule,2XM,Double Masters
902,Fatal Push,2XM,Double Masters
903,"Geth, Lord of the Vault",2XM,Double Masters
904,Glaze Fiend,2XM,Double Masters
905,Heartless Pillage,2XM,Double Masters
906,Magus of the Abyss,2XM,Double Masters
907,Magus of the Will,2XM,Double Masters
908,Morkrut Banshee,2XM,Double Masters
909,Oubliette,2XM,Double Masters
910,Ovalchase Daredevil,2XM,Double Masters
911,Painsmith,2XM,Double Masters
912,Ravenous Trap,2XM,Double Masters
913,Salvage Titan,2XM,Double Masters
914,Silumgar Scavenger,2XM,Double Masters
915,Skirsdag High Priest,2XM,Double Masters
916,"Skithiryx, the Blight Dragon",2XM,Double Masters
917,Supernatural Stamina,2XM,Double Masters
918,Thoughtseize,2XM,Double Masters
919,Toxic Deluge,2XM,Double Masters
920,Twisted Abomination,2XM,Double Masters
921,Vampire Hexmage,2XM,Double Masters
922,Wound Reflection,2XM,Double Masters
923,Abrade,2XM,Double Masters
924,Balduvian Rage,2XM,Double Masters
925,Battle-Rattle Shaman,2XM,Double Masters
926,Blasphemous Act,2XM,Double Masters
927,Blood Moon,2XM,Double Masters
928,Bloodshot Trainee,2XM,Double Masters
929,Brimstone Volley,2XM,Double Masters
930,Cathartic Reunion,2XM,Double Masters
931,Cragganwick Cremator,2XM,Double Masters
932,Dismantle,2XM,Double Masters
933,Dualcaster Mage,2XM,Double Masters
934,Galvanic Blast,2XM,Double Masters
935,Goblin Gaveleer,2XM,Double Masters
936,Goblin Guide,2XM,Double Masters
937,"Godo, Bandit Warlord",2XM,Double Masters
938,Grim Lavamancer,2XM,Double Masters
939,Heat Shimmer,2XM,Double Masters
940,Imperial Recruiter,2XM,Double Masters
941,Ion Storm,2XM,Double Masters
942,Kazuul's Toll Collector,2XM,Double Masters
943,Kuldotha Flamefiend,2XM,Double Masters
944,Lightning Axe,2XM,Double Masters
945,Mana Echoes,2XM,Double Masters
946,Orcish Vandal,2XM,Double Masters
947,Pyrewild Shaman,2XM,Double Masters
948,Rage Reflection,2XM,Double Masters
949,Rapacious Dragon,2XM,Double Masters
950,Ravenous Intruder,2XM,Double Masters
951,Rolling Earthquake,2XM,Double Masters
952,Salivating Gremlins,2XM,Double Masters
953,Skinbrand Goblin,2XM,Double Masters
954,Sneak Attack,2XM,Double Masters
955,Temur Battle Rage,2XM,Double Masters
956,Thopter Engineer,2XM,Double Masters
957,Trash for Treasure,2XM,Double Masters
958,Tuktuk the Explorer,2XM,Double Masters
959,Weapon Surge,2XM,Double Masters
960,Ancient Stirrings,2XM,Double Masters
961,Avenger of Zendikar,2XM,Double Masters
962,Awakening Zone,2XM,Double Masters
963,Bloodbriar,2XM,Double Masters
964,Bloodspore Thrinax,2XM,Double Masters
965,Champion of Lambholt,2XM,Double Masters
966,Chatter of the Squirrel,2XM,Double Masters
967,Chord of Calling,2XM,Double Masters
968,Clear Shot,2XM,Double Masters
969,Conclave Naturalists,2XM,Double Masters
970,Crop Rotation,2XM,Double Masters
971,Crushing Vines,2XM,Double Masters
972,Death-Hood Cobra,2XM,Double Masters
973,Doubling Season,2XM,Double Masters
974,Elvish Aberration,2XM,Double Masters
975,Enlarge,2XM,Double Masters
976,Exploration,2XM,Double Masters
977,Fierce Empath,2XM,Double Masters
978,Gelatinous Genesis,2XM,Double Masters
979,Greater Good,2XM,Double Masters
980,Heartbeat of Spring,2XM,Double Masters
981,Invigorate,2XM,Double Masters
982,Kozilek's Predator,2XM,Double Masters
983,Liege of the Tangle,2XM,Double Masters
984,Mana Reflection,2XM,Double Masters
985,Might of the Masses,2XM,Double Masters
986,Noble Hierarch,2XM,Double Masters
987,Reclamation Sage,2XM,Double Masters
988,Shamanic Revelation,2XM,Double Masters
989,Skullmulcher,2XM,Double Masters
990,Sylvan Might,2XM,Double Masters
991,Terastodon,2XM,Double Masters
992,Thragtusk,2XM,Double Masters
993,Ulvenwald Mysteries,2XM,Double Masters
994,Vengevine,2XM,Double Masters
995,Veteran Explorer,2XM,Double Masters
996,Whisperer of the Wilds,2XM,Double Masters
997,Woodland Champion,2XM,Double Masters
998,"Arixmethes, Slumbering Isle",2XM,Double Masters
999,"Atraxa, Praetors' Voice",2XM,Double Masters
1000,Baleful Strix,2XM,Double Masters
1001,"Breya, Etherium Shaper",2XM,Double Masters
1002,"Brudiclad, Telchor Engineer",2XM,Double Masters
1003,Deathreap Ritual,2XM,Double Masters
1004,Falkenrath Aristocrat,2XM,Double Masters
1005,Fulminator Mage,2XM,Double Masters
1006,Geist of Saint Traft,2XM,Double Masters
1007,Ghor-Clan Rampager,2XM,Double Masters
1008,Glassdust Hulk,2XM,Double Masters
1009,"Hanna, Ship's Navigator",2XM,Double Masters
1010,Hidden Stockpile,2XM,Double Masters
1011,Izzet Charm,2XM,Double Masters
1012,"Jhoira, Weatherlight Captain",2XM,Double Masters
1013,Kaalia of the Vast,2XM,Double Masters
1014,"Karrthus, Tyrant of Jund",2XM,Double Masters
1015,Maelstrom Nexus,2XM,Double Masters
1016,Maelstrom Pulse,2XM,Double Masters
1017,Manamorphose,2XM,Double Masters
1018,"Mazirek, Kraul Death Priest",2XM,Double Masters
1019,Meddling Mage,2XM,Double Masters
1020,Merciless Eviction,2XM,Double Masters
1021,Progenitor Mimic,2XM,Double Masters
1022,Rhys the Redeemed,2XM,Double Masters
1023,Riku of Two Reflections,2XM,Double Masters
1024,Savageborn Hydra,2XM,Double Masters
1025,The Scarab God,2XM,Double Masters
1026,Selesnya Guildmage,2XM,Double Masters
1027,Sen Triplets,2XM,Double Masters
1028,Sharuum the Hegemon,2XM,Double Masters
1029,Sphinx Summoner,2XM,Double Masters
1030,Swiftblade Vindicator,2XM,Double Masters
1031,Thopter Foundry,2XM,Double Masters
1032,Time Sieve,2XM,Double Masters
1033,Unlicensed Disintegration,2XM,Double Masters
1034,Vexing Shusher,2XM,Double Masters
1035,"Vish Kal, Blood Arbiter",2XM,Double Masters
1036,Voice of Resurgence,2XM,Double Masters
1037,Weapons Trainer,2XM,Double Masters
1038,Yavimaya's Embrace,2XM,Double Masters
1039,Accomplished Automaton,2XM,Double Masters
1040,Adaptive Automaton,2XM,Double Masters
1042,Basilisk Collar,2XM,Double Masters
1043,Batterskull,2XM,Double Masters
1044,Blightsteel Colossus,2XM,Double Masters
1045,"Bosh, Iron Golem",2XM,Double Masters
1046,Cathodion,2XM,Double Masters
1047,Chief of the Foundry,2XM,Double Masters
1049,Chrome Mox,2XM,Double Masters
1050,Clone Shell,2XM,Double Masters
1051,Cogwork Assembler,2XM,Double Masters
1052,Conjurer's Closet,2XM,Double Masters
1053,Coretapper,2XM,Double Masters
1054,Cranial Plating,2XM,Double Masters
1055,Culling Dais,2XM,Double Masters
1056,Darksteel Axe,2XM,Double Masters
1057,Darksteel Forge,2XM,Double Masters
1058,Duplicant,2XM,Double Masters
1059,Eager Construct,2XM,Double Masters
1060,Endless Atlas,2XM,Double Masters
1061,Engineered Explosives,2XM,Double Masters
1062,Ensnaring Bridge,2XM,Double Masters
1063,Everflowing Chalice,2XM,Double Masters
1064,Expedition Map,2XM,Double Masters
1065,Flayer Husk,2XM,Double Masters
1066,Gleaming Barrier,2XM,Double Masters
1067,Golem Artisan,2XM,Double Masters
1068,Golem-Skin Gauntlets,2XM,Double Masters
1069,Hammer of Nazahn,2XM,Double Masters
1070,Ichor Wellspring,2XM,Double Masters
1071,Iron Bully,2XM,Double Masters
1072,Iron League Steed,2XM,Double Masters
1073,Isochron Scepter,2XM,Double Masters
1074,Jhoira's Familiar,2XM,Double Masters
1075,Kuldotha Forgemaster,2XM,Double Masters
1076,Lightning Greaves,2XM,Double Masters
1077,Lux Cannon,2XM,Double Masters
1078,Magnifying Glass,2XM,Double Masters
1079,Mana Crypt,2XM,Double Masters
1080,Masterwork of Ingenuity,2XM,Double Masters
1081,Mesmeric Orb,2XM,Double Masters
1082,Metalspinner's Puzzleknot,2XM,Double Masters
1083,Mishra's Bauble,2XM,Double Masters
1084,Mox Opal,2XM,Double Masters
1085,Myr Battlesphere,2XM,Double Masters
1086,Myr Retriever,2XM,Double Masters
1087,O-Naginata,2XM,Double Masters
1088,Oblivion Stone,2XM,Double Masters
1089,Peace Strider,2XM,Double Masters
1090,Pentad Prism,2XM,Double Masters
1091,Phyrexian Revoker,2XM,Double Masters
1092,Pyrite Spellbomb,2XM,Double Masters
1093,Ratchet Bomb,2XM,Double Masters
1094,Sandstone Oracle,2XM,Double Masters
1096,Sickleslicer,2XM,Double Masters
1097,Skinwing,2XM,Double Masters
1098,Spellskite,2XM,Double Masters
1099,Sphinx of the Guildpact,2XM,Double Masters
1100,Springleaf Drum,2XM,Double Masters
1101,Sundering Titan,2XM,Double Masters
1102,Sunforger,2XM,Double Masters
1103,Surge Node,2XM,Double Masters
1104,Sword of Body and Mind,2XM,Double Masters
1105,Sword of Feast and Famine,2XM,Double Masters
1106,Sword of Fire and Ice,2XM,Double Masters
1107,Sword of Light and Shadow,2XM,Double Masters
1108,Sword of the Meek,2XM,Double Masters
1109,Sword of War and Peace,2XM,Double Masters
1110,Throne of Geth,2XM,Double Masters
1111,Treasure Keeper,2XM,Double Masters
1112,Trinisphere,2XM,Double Masters
1113,Tumble Magnet,2XM,Double Masters
1114,Vulshok Gauntlets,2XM,Double Masters
1115,Walking Ballista,2XM,Double Masters
1116,Welding Jar,2XM,Double Masters
1117,Wurmcoil Engine,2XM,Double Masters
1118,Academy Ruins,2XM,Double Masters
1119,Ash Barrens,2XM,Double Masters
1120,Blinkmoth Nexus,2XM,Double Masters
1121,Buried Ruin,2XM,Double Masters
1122,Cascade Bluffs,2XM,Double Masters
1123,Dark Depths,2XM,Double Masters
1124,Darksteel Citadel,2XM,Double Masters
1125,Fetid Heath,2XM,Double Masters
1126,Fire-Lit Thicket,2XM,Double Masters
1127,Flooded Grove,2XM,Double Masters
1128,Glimmervoid,2XM,Double Masters
1129,Graven Cairns,2XM,Double Masters
1130,High Market,2XM,Double Masters
1131,Maze of Ith,2XM,Double Masters
1132,Mishra's Factory,2XM,Double Masters
1133,Mystic Gate,2XM,Double Masters
1134,Rugged Prairie,2XM,Double Masters
1135,Sunken Ruins,2XM,Double Masters
1136,Thespian's Stage,2XM,Double Masters
1137,Twilight Mire,2XM,Double Masters
1138,Urza's Mine,2XM,Double Masters
1139,Urza's Power Plant,2XM,Double Masters
1140,Urza's Tower,2XM,Double Masters
1141,Wooded Bastion,2XM,Double Masters
1211,Eye for an Eye,3ED,Revised Edition
1229,Reverse Polarity,3ED,Revised Edition
1250,Energy Flux,3ED,Revised Edition
1254,Island Fish Jasconius,3ED,Revised Edition
1270,Reconstruction,3ED,Revised Edition
1272,Serendib Efreet,3ED,Revised Edition
1279,Unstable Mutation,3ED,Revised Edition
1301,El-Hajjâj,3ED,Revised Edition
1302,Erg Raiders,3ED,Revised Edition
1324,Sorceress Queen,3ED,Revised Edition
1332,Atog,3ED,Revised Edition
1338,Dwarven Weaponsmith,3ED,Revised Edition
1354,Kird Ape,3ED,Revised Edition
1356,Magnetic Mountain,3ED,Revised Edition
1359,Mijae Djinn,3ED,Revised Edition
1384,Crumble,3ED,Revised Edition
1385,Desert Twister,3ED,Revised Edition
1413,Titania's Song,3ED,Revised Edition
1424,Aladdin's Lamp,3ED,Revised Edition
1425,Aladdin's Ring,3ED,Revised Edition
1427,Armageddon Clock,3ED,Revised Edition
1430,Bottle of Suleiman,3ED,Revised Edition
1431,Brass Man,3ED,Revised Edition
1436,Dancing Scimitar,3ED,Revised Edition
1439,Dragon Engine,3ED,Revised Edition
1440,Ebony Horse,3ED,Revised Edition
1441,Flying Carpet,3ED,Revised Edition
1447,Ivory Tower,3ED,Revised Edition
1449,Jandor's Ring,3ED,Revised Edition
1450,Jandor's Saddlebags,3ED,Revised Edition
1459,Mishra's War Machine,3ED,Revised Edition
1462,Onulet,3ED,Revised Edition
1464,Primal Clay,3ED,Revised Edition
1465,Rocket Launcher,3ED,Revised Edition
1471,The Rack,3ED,Revised Edition
1500,Alabaster Potion,4BB,Fourth Edition Foreign Black Border
1501,Amrou Kithkin,4BB,Fourth Edition Foreign Black Border
1502,Angry Mob,4BB,Fourth Edition Foreign Black Border
1510,Brainwash,4BB,Fourth Edition Foreign Black Border
1512,Circle of Protection: Artifacts,4BB,Fourth Edition Foreign Black Border
1522,Divine Transformation,4BB,Fourth Edition Foreign Black Border
1523,Elder Land Wurm,4BB,Fourth Edition Foreign Black Border
1525,Fortified Area,4BB,Fourth Edition Foreign Black Border
1532,Kismet,4BB,Fourth Edition Foreign Black Border
1535,Morale,4BB,Fourth Edition Foreign Black Border
1537,Osai Vultures,4BB,Fourth Edition Foreign Black Border
1540,Piety,4BB,Fourth Edition Foreign Black Border
1541,Pikemen,4BB,Fourth Edition Foreign Black Border
1548,Seeker,4BB,Fourth Edition Foreign Black Border
1553,Visions,4BB,Fourth Edition Foreign Black Border
1561,Backfire,4BB,Fourth Edition Foreign Black Border
1568,Energy Tap,4BB,Fourth Edition Foreign Black Border
1569,Erosion,4BB,Fourth Edition Foreign Black Border
1572,Flood,4BB,Fourth Edition Foreign Black Border
1573,Gaseous Form,4BB,Fourth Edition Foreign Black Border
1574,Ghost Ship,4BB,Fourth Edition Foreign Black Border
1575,Giant Tortoise,4BB,Fourth Edition Foreign Black Border
1579,Leviathan,4BB,Fourth Edition Foreign Black Border
1586,Mind Bomb,4BB,Fourth Edition Foreign Black Border
1594,Psionic Entity,4BB,Fourth Edition Foreign Black Border
1596,Relic Bind,4BB,Fourth Edition Foreign Black Border
1598,Segovian Leviathan,4BB,Fourth Edition Foreign Black Border
1599,Sindbad,4BB,Fourth Edition Foreign Black Border
1605,Sunken City,4BB,Fourth Edition Foreign Black Border
1607,Time Elemental,4BB,Fourth Edition Foreign Black Border
1615,Zephyr Falcon,4BB,Fourth Edition Foreign Black Border
1616,Abomination,4BB,Fourth Edition Foreign Black Border
1618,Ashes to Ashes,4BB,Fourth Edition Foreign Black Border
1621,Blight,4BB,Fourth Edition Foreign Black Border
1622,Bog Imp,4BB,Fourth Edition Foreign Black Border
1624,Carrion Ants,4BB,Fourth Edition Foreign Black Border
1625,Cosmic Horror,4BB,Fourth Edition Foreign Black Border
1627,Cyclopean Mummy,4BB,Fourth Edition Foreign Black Border
1639,Greed,4BB,Fourth Edition Foreign Black Border
1642,Junún Efreet,4BB,Fourth Edition Foreign Black Border
1644,Lost Soul,4BB,Fourth Edition Foreign Black Border
1645,Marsh Gas,4BB,Fourth Edition Foreign Black Border
1647,Murk Dwellers,4BB,Fourth Edition Foreign Black Border
1652,Pit Scorpion,4BB,Fourth Edition Foreign Black Border
1654,Rag Man,4BB,Fourth Edition Foreign Black Border
1662,Spirit Shackle,4BB,Fourth Edition Foreign Black Border
1664,Uncle Istvan,4BB,Fourth Edition Foreign Black Border
1671,Word of Binding,4BB,Fourth Edition Foreign Black Border
1672,Xenic Poltergeist,4BB,Fourth Edition Foreign Black Border
1674,Ali Baba,4BB,Fourth Edition Foreign Black Border
1675,Ball Lightning,4BB,Fourth Edition Foreign Black Border
1676,Bird Maiden,4BB,Fourth Edition Foreign Black Border
1677,Blood Lust,4BB,Fourth Edition Foreign Black Border
1678,Brothers of Fire,4BB,Fourth Edition Foreign Black Border
1680,Cave People,4BB,Fourth Edition Foreign Black Border
1682,Crimson Manticore,4BB,Fourth Edition Foreign Black Border
1683,Detonate,4BB,Fourth Edition Foreign Black Border
1689,Eternal Warrior,4BB,Fourth Edition Foreign Black Border
1693,Fissure,4BB,Fourth Edition Foreign Black Border
1695,Giant Strength,4BB,Fourth Edition Foreign Black Border
1698,Goblin Rock Sled,4BB,Fourth Edition Foreign Black Border
1702,Hurr Jackal,4BB,Fourth Edition Foreign Black Border
1703,Immolation,4BB,Fourth Edition Foreign Black Border
1704,Inferno,4BB,Fourth Edition Foreign Black Border
1709,Mana Clash,4BB,Fourth Edition Foreign Black Border
1716,Pyrotechnics,4BB,Fourth Edition Foreign Black Border
1720,Sisters of the Flame,4BB,Fourth Edition Foreign Black Border
1724,Tempest Efreet,4BB,Fourth Edition Foreign Black Border
1725,The Brute,4BB,Fourth Edition Foreign Black Border
1728,Wall of Dust,4BB,Fourth Edition Foreign Black Border
1731,Winds of Change,4BB,Fourth Edition Foreign Black Border
1734,Carnivorous Plant,4BB,Fourth Edition Foreign Black Border
1740,Durkwood Boars,4BB,Fourth Edition Foreign Black Border
1753,Killer Bees,4BB,Fourth Edition Foreign Black Border
1754,Land Leeches,4BB,Fourth Edition Foreign Black Border
1762,Marsh Viper,4BB,Fourth Edition Foreign Black Border
1763,Nafs Asp,4BB,Fourth Edition Foreign Black Border
1764,Pradesh Gypsies,4BB,Fourth Edition Foreign Black Border
1765,Radjan Spirit,4BB,Fourth Edition Foreign Black Border
1766,Rebirth,4BB,Fourth Edition Foreign Black Border
1768,Sandstorm,4BB,Fourth Edition Foreign Black Border
1772,Sylvan Library,4BB,Fourth Edition Foreign Black Border
1778,Untamed Wilds,4BB,Fourth Edition Foreign Black Border
1779,Venom,4BB,Fourth Edition Foreign Black Border
1787,Whirling Dervish,4BB,Fourth Edition Foreign Black Border
1789,Winter Blast,4BB,Fourth Edition Foreign Black Border
1792,Amulet of Kroog,4BB,Fourth Edition Foreign Black Border
1795,Ashnod's Battle Gear,4BB,Fourth Edition Foreign Black Border
1796,Battering Ram,4BB,Fourth Edition Foreign Black Border
1797,Black Mana Battery,4BB,Fourth Edition Foreign Black Border
1799,Blue Mana Battery,4BB,Fourth Edition Foreign Black Border
1802,Bronze Tablet,4BB,Fourth Edition Foreign Black Border
1804,Clay Statue,4BB,Fourth Edition Foreign Black Border
1805,Clockwork Avian,4BB,Fourth Edition Foreign Black Border
1809,Coral Helm,4BB,Fourth Edition Foreign Black Border
1811,Cursed Rack,4BB,Fourth Edition Foreign Black Border
1813,Diabolic Machine,4BB,Fourth Edition Foreign Black Border
1818,Fellwar Stone,4BB,Fourth Edition Foreign Black Border
1821,Grapeshot Catapult,4BB,Fourth Edition Foreign Black Border
1822,Green Mana Battery,4BB,Fourth Edition Foreign Black Border
1842,Red Mana Battery,4BB,Fourth Edition Foreign Black Border
1844,Shapeshifter,4BB,Fourth Edition Foreign Black Border
1847,Tawnos's Wand,4BB,Fourth Edition Foreign Black Border
1848,Tawnos's Weaponry,4BB,Fourth Edition Foreign Black Border
1849,Tetravus,4BB,Fourth Edition Foreign Black Border
1853,Triskelion,4BB,Fourth Edition Foreign Black Border
1854,Urza's Avenger,4BB,Fourth Edition Foreign Black Border
1855,Wall of Spears,4BB,Fourth Edition Foreign Black Border
1856,White Mana Battery,4BB,Fourth Edition Foreign Black Border
1859,Yotian Soldier,4BB,Fourth Edition Foreign Black Border
1861,Oasis,4BB,Fourth Edition Foreign Black Border
1862,Strip Mine,4BB,Fourth Edition Foreign Black Border
2257,Abuna's Chant,5DN,Fifth Dawn
2258,Armed Response,5DN,Fifth Dawn
2259,Auriok Champion,5DN,Fifth Dawn
2261,Auriok Windwalker,5DN,Fifth Dawn
2263,Bringer of the White Dawn,5DN,Fifth Dawn
2265,Leonin Squire,5DN,Fifth Dawn
2266,Loxodon Anchorite,5DN,Fifth Dawn
2267,Loxodon Stalwart,5DN,Fifth Dawn
2268,Raksha Golden Cub,5DN,Fifth Dawn
2269,Retaliate,5DN,Fifth Dawn
2270,Roar of Reclamation,5DN,Fifth Dawn
